92,92,92,170,97,97,97,97,97,170,34,92,61,92,92,34,92,92,34,92
92,92,92,170,97,97,97,97,97,170,34,92,61,92,92,34,92,92,34,92
92,92,92,170,170,170,170,170,97,170,34,92,61,92,92,34,92,92,34,92
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
92,90,92,90,92,90,92,90,92,90,92,90,92,90,92,90,92,90,92,90
92,61,92,61,92,61,92,61,92,61,92,61,92,61,92,61,92,61,92,61
92,61,92,61,92,61,92,61,92,61,92,61,92,61,92,61,92,61,92,61
