-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,452,453,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,506,507,508,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,531,532,-1,-1,-1,-1,-1,-1,-1,322,293,293,323
-1,-1,-1,-1,209,-1,-1,-1,-1,-1,-1,-1,-1,195,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,239,8,8,8,8,8,8,8,8,-1,-1,-1,236
-1,180,264,-1,-1,-1,-1,-1,8,8,8,8,8,8,8,8,-1,-1,-1,-1
-1,265,208,-1,-1,-1,-1,-1,-1,8,8,8,8,8,8,8,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
