4,4,4,4,4,170,12,12,12,12,12,12,12,12,12,12,13,12,12,12
84,84,85,4,4,170,12,12,12,12,12,12,12,12,12,12,13,12,12,12
4,4,4,4,4,170,13,12,12,12,12,12,12,12,12,12,13,12,12,12
16,16,16,16,16,170,13,12,12,12,12,12,12,12,12,12,13,12,12,12
16,16,16,16,16,170,170,170,170,170,170,170,170,12,12,12,170,170,170,170
16,16,16,16,16,16,16,16,170,12,12,12,12,12,12,12,170,15,15,15
16,16,16,16,16,16,16,16,170,13,13,13,13,13,13,13,170,15,15,15
16,16,16,16,16,16,16,16,170,12,12,12,12,12,12,12,170,15,15,15
16,16,16,16,16,16,16,16,170,170,170,170,170,170,170,170,170,15,15,15
16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15
